value,m,s,n,n_arms,eps,f_eps,f_n_arms,n_users
4,80.97910052910058,5.891215531234434,3,40.0,0.8,0.8,40,101
5,93.12420634920633,10.631855531411983,2,40.0,0.8,0.8,40,101
6,78.60000000000004,2.968394551462424,3,40.0,0.8,0.8,40,101
7,67.37888176638184,5.975092626320506,6,40.0,0.8,0.8,40,101
8,83.4156746031746,4.0105861998013195,2,40.0,0.8,0.8,40,101
9,80.89960317460319,2.950206625950526,2,40.0,0.8,0.8,40,101
10,80.7277777777778,2.7872127464870378,3,40.0,0.8,0.8,40,101
11,79.60654761904763,1.5749961757143036,2,40.0,0.8,0.8,40,101
12,71.01309523809532,2.985761277825702,4,40.0,0.8,0.8,40,101
13,79.37949735449739,3.040860363142501,3,40.0,0.8,0.8,40,101
14,80.44940476190479,4.332712622341843,2,40.0,0.8,0.8,40,101
16,67.89365680615688,3.62522390041878,6,40.0,0.8,0.8,40,101
17,79.08571428571429,1.1277599051341014,3,40.0,0.8,0.8,40,101
18,84.19940476190477,1.0469108732567687,2,40.0,0.8,0.8,40,101
19,72.65166666666674,2.584458454058764,5,40.0,0.8,0.8,40,101
20,73.89345238095244,2.1125507905803302,4,40.0,0.8,0.8,40,101
21,75.79424603174608,5.818606915271915,4,40.0,0.8,0.8,40,101
22,79.77559523809526,3.4039334772118934,2,40.0,0.8,0.8,40,101
23,66.39186507936513,5.567849038630754,6,40.0,0.8,0.8,40,101
24,76.51587301587307,3.9636413866958424,5,40.0,0.8,0.8,40,101
25,75.22906746031751,4.164108503875007,4,40.0,0.8,0.8,40,101
29,77.07539682539688,7.934009854869874,3,40.0,0.8,0.8,40,101
31,76.168253968254,3.5137090468708223,3,40.0,0.8,0.8,40,101
32,85.00317460317464,5.631039240020464,2,40.0,0.8,0.8,40,101
33,86.45178571428573,3.1777715464038407,2,40.0,0.8,0.8,40,101
36,73.44583333333338,3.6093583963787217,4,40.0,0.8,0.8,40,101
38,79.13630952380953,5.612239178774623,2,40.0,0.8,0.8,40,101
39,87.2079365079365,6.0783123389138725,2,40.0,0.8,0.8,40,101
1,42.684920634920644,6.168664872065514,2,40.0,0.9,0.9,40,101
2,37.84748677248676,3.260390851582221,6,40.0,0.9,0.9,40,101
3,46.70833333333337,1.0556094090570582,2,40.0,0.9,0.9,40,101
5,41.1935515873016,3.0673887609982797,4,40.0,0.9,0.9,40,101
6,39.95909645909646,2.301070025155603,4,40.0,0.9,0.9,40,101
8,40.74047619047619,4.365308994681569,3,40.0,0.9,0.9,40,101
9,46.06904761904765,1.7223100884615226,2,40.0,0.9,0.9,40,101
10,43.010714285714315,1.8558747026856441,2,40.0,0.9,0.9,40,101
11,42.146825396825406,1.4676231484857691,3,40.0,0.9,0.9,40,101
13,43.48948412698413,9.91605021442518,2,40.0,0.9,0.9,40,101
16,45.391666666666694,4.708994445187567,2,40.0,0.9,0.9,40,101
17,40.95079365079366,4.338723947107967,4,40.0,0.9,0.9,40,101
18,45.825,1.5556349186104217,2,40.0,0.9,0.9,40,101
19,43.045238095238105,5.17534820325583,2,40.0,0.9,0.9,40,101
21,38.80476190476191,9.744604879780352,2,40.0,0.9,0.9,40,101
22,43.345238095238116,4.8706188523159,2,40.0,0.9,0.9,40,101
24,39.63809523809524,3.4934442165764152,2,40.0,0.9,0.9,40,101
26,40.142791005291,3.4074607409292783,6,40.0,0.9,0.9,40,101
27,44.40317460317463,1.9795458223762834,3,40.0,0.9,0.9,40,101
28,39.43650793650794,4.97219530262921,2,40.0,0.9,0.9,40,101
29,39.718452380952385,0.9790061744285251,2,40.0,0.9,0.9,40,101
32,40.70476190476191,3.6329251731464436,4,40.0,0.9,0.9,40,101
33,40.56333333333333,5.535319818681392,5,40.0,0.9,0.9,40,101
34,42.73544973544975,1.4546390597803565,3,40.0,0.9,0.9,40,101
35,40.973809523809535,6.540900015737382,3,40.0,0.9,0.9,40,101
36,35.670105820105825,4.050432360818522,6,40.0,0.9,0.9,40,101
37,35.98253968253968,3.2186181854068487,3,40.0,0.9,0.9,40,101
38,38.45817460317461,5.352454529917574,5,40.0,0.9,0.9,40,101
39,42.4468253968254,5.669288275793001,3,40.0,0.9,0.9,40,101
40,39.7388888888889,4.225735276178421,3,40.0,0.9,0.9,40,101
1,463.1583333333324,14.74317638773941,2,50.0,0.1,0.1,50,101
3,319.9698412698408,4.664883851225623,3,50.0,0.1,0.1,50,101
6,244.32023809523798,4.09088015633735,4,50.0,0.1,0.1,50,101
7,318.3257936507932,4.215720823265191,3,50.0,0.1,0.1,50,101
8,463.64166666666574,1.803122292025664,2,50.0,0.1,0.1,50,101
10,322.3444444444439,3.815805337064463,3,50.0,0.1,0.1,50,101
13,246.03452380952416,0.7879297769048708,4,50.0,0.1,0.1,50,101
14,320.46666666666596,5.46155757189376,3,50.0,0.1,0.1,50,101
15,319.4503968253963,6.421031329120756,3,50.0,0.1,0.1,50,101
16,464.7583333333322,8.520636713297906,2,50.0,0.1,0.1,50,101
17,320.09325396825324,6.8130098816169,3,50.0,0.1,0.1,50,101
21,320.1198412698407,1.802002434515108,3,50.0,0.1,0.1,50,101
22,243.18988095238123,4.606042227335734,4,50.0,0.1,0.1,50,101
23,319.04999999999944,9.743587634952075,3,50.0,0.1,0.1,50,101
24,243.68035714285722,3.1945374382599994,4,50.0,0.1,0.1,50,101
25,464.93333333333226,0.9663792676217007,2,50.0,0.1,0.1,50,101
26,460.84166666666545,4.27799602617854,2,50.0,0.1,0.1,50,101
27,466.6833333333325,13.552879972742176,2,50.0,0.1,0.1,50,101
28,467.1505952380945,0.9200806093297148,2,50.0,0.1,0.1,50,101
33,462.38333333333253,2.8519973507857608,2,50.0,0.1,0.1,50,101
34,318.9277777777771,1.3333680551033984,3,50.0,0.1,0.1,50,101
35,468.516666666666,6.104688544243775,2,50.0,0.1,0.1,50,101
38,466.2833333333325,19.610428064906806,2,50.0,0.1,0.1,50,101
39,245.91250000000034,4.876898965379469,4,50.0,0.1,0.1,50,101
40,468.57499999999914,5.244375293800241,2,50.0,0.1,0.1,50,101
43,465.15833333333234,16.086679271993876,2,50.0,0.1,0.1,50,101
44,471.2249999999991,1.4495689014324304,2,50.0,0.1,0.1,50,101
45,319.00952380952344,3.695643080409227,3,50.0,0.1,0.1,50,101
46,244.61488095238096,3.7621500698601387,4,50.0,0.1,0.1,50,101
47,320.14999999999964,2.7633137313336764,3,50.0,0.1,0.1,50,101
48,321.14999999999924,5.036064380490267,3,50.0,0.1,0.1,50,101
49,466.61666666666576,10.300188779284,2,50.0,0.1,0.1,50,101
50,321.31481481481444,7.436459924855707,3,50.0,0.1,0.1,50,101
3,298.65436507936516,8.378838878305144,3,50.0,0.2,0.2,50,101
4,298.11666666666656,6.536457586321197,3,50.0,0.2,0.2,50,101
5,230.71666666666692,6.244308519675327,4,50.0,0.2,0.2,50,101
6,299.66428571428594,6.351297919383802,3,50.0,0.2,0.2,50,101
7,299.8222222222222,4.383850835526435,3,50.0,0.2,0.2,50,101
8,298.6253968253968,9.500903803925935,3,50.0,0.2,0.2,50,101
10,419.0666666666657,2.097750117520233,2,50.0,0.2,0.2,50,101
12,295.7555555555557,5.640757763647236,3,50.0,0.2,0.2,50,101
14,234.08273809523803,5.760877392666322,4,50.0,0.2,0.2,50,101
15,422.779166666666,11.378526620593508,2,50.0,0.2,0.2,50,101
18,409.54999999999916,16.664149809962804,2,50.0,0.2,0.2,50,101
19,419.94999999999885,15.792051446499347,2,50.0,0.2,0.2,50,101
21,296.44444444444434,1.0772048878325384,3,50.0,0.2,0.2,50,101
25,415.01666666666563,6.59966329107435,2,50.0,0.2,0.2,50,101
26,413.049999999999,8.48528137423849,2,50.0,0.2,0.2,50,101
27,428.00833333333236,18.42013164990945,2,50.0,0.2,0.2,50,101
28,297.8984126984129,4.30878731758097,3,50.0,0.2,0.2,50,101
29,234.15892857142867,10.604077884547975,4,50.0,0.2,0.2,50,101
30,420.01309523809437,19.497627697431927,2,50.0,0.2,0.2,50,101
32,231.5458333333335,3.374525175859448,4,50.0,0.2,0.2,50,101
35,297.6555555555555,8.815647914256914,3,50.0,0.2,0.2,50,101
36,418.4583333333321,0.6953216681667422,2,50.0,0.2,0.2,50,101
37,425.3499999999988,0.28284271247464315,2,50.0,0.2,0.2,50,101
40,420.61666666666576,8.391000470080328,2,50.0,0.2,0.2,50,101
41,233.22440476190505,7.105697620995992,4,50.0,0.2,0.2,50,101
42,416.6214285714276,2.3166165021730816,2,50.0,0.2,0.2,50,101
43,296.26666666666677,6.516986351919701,3,50.0,0.2,0.2,50,101
44,233.62261904761917,4.189946079384363,4,50.0,0.2,0.2,50,101
45,300.35555555555555,6.785858115991484,3,50.0,0.2,0.2,50,101
46,234.20059523809545,3.506252580997811,4,50.0,0.2,0.2,50,101
47,408.96666666666584,3.0641293851418134,2,50.0,0.2,0.2,50,101
50,232.9273809523812,6.8019264700307165,4,50.0,0.2,0.2,50,101
1,368.87045454545375,10.423396779036048,2,50.0,0.3,0.3,50,101
2,371.1833333333325,4.78475588602888,2,50.0,0.3,0.3,50,101
3,360.2124999999992,13.605912981331116,2,50.0,0.3,0.3,50,101
4,356.2595238095232,24.065200786381865,2,50.0,0.3,0.3,50,101
6,360.8583333333328,30.181674443645484,2,50.0,0.3,0.3,50,101
8,363.87619047618983,20.506096654409717,2,50.0,0.3,0.3,50,101
9,363.98333333333267,21.943880442822383,2,50.0,0.3,0.3,50,101
11,273.38968253968295,8.502618088641693,3,50.0,0.3,0.3,50,101
12,274.1869047619053,12.920422539301798,3,50.0,0.3,0.3,50,101
13,367.2797619047616,11.26151728418273,2,50.0,0.3,0.3,50,101
14,370.116666666666,12.987194547792768,2,50.0,0.3,0.3,50,101
18,267.8234126984133,2.900147665461325,3,50.0,0.3,0.3,50,101
19,378.19999999999925,0.09428090415824118,2,50.0,0.3,0.3,50,101
20,365.35714285714226,8.12499363334846,2,50.0,0.3,0.3,50,101
22,271.1222222222228,6.811475882927445,3,50.0,0.3,0.3,50,101
23,270.1134920634925,11.984542513556885,3,50.0,0.3,0.3,50,101
24,217.50892857142867,6.106673030289601,4,50.0,0.3,0.3,50,101
25,218.9130952380954,4.133529684093521,4,50.0,0.3,0.3,50,101
26,181.52714285714234,5.8541628477000485,5,50.0,0.3,0.3,50,101
27,180.37761904761865,4.855009919165165,5,50.0,0.3,0.3,50,101
28,355.5999999999994,3.205550741379155,2,50.0,0.3,0.3,50,101
29,273.4107142857148,10.961105479527625,3,50.0,0.3,0.3,50,101
30,367.72499999999934,9.628437337156747,2,50.0,0.3,0.3,50,101
31,370.4333333333329,12.869343417594957,2,50.0,0.3,0.3,50,101
32,216.86815476190495,3.6060722355583525,4,50.0,0.3,0.3,50,101
35,373.691666666666,5.385796650037381,2,50.0,0.3,0.3,50,101
38,361.10833333333295,2.6516504294495533,2,50.0,0.3,0.3,50,101
42,366.7083333333327,4.3015662522182305,2,50.0,0.3,0.3,50,101
45,360.50833333333264,5.597928684393434,2,50.0,0.3,0.3,50,101
46,273.38333333333384,3.9339335700203226,3,50.0,0.3,0.3,50,101
49,275.2023809523815,2.6501572280401056,3,50.0,0.3,0.3,50,101
50,218.65476190476193,5.678193558357145,4,50.0,0.3,0.3,50,101
1,300.1583333333334,7.813529932111278,2,50.0,0.4,0.4,50,101
2,309.1345238095238,0.388908729652569,2,50.0,0.4,0.4,50,101
3,165.4803174603174,5.934529690921587,5,50.0,0.4,0.4,50,101
4,241.14761904761943,3.563808537578479,3,50.0,0.4,0.4,50,101
5,198.14196428571438,12.163008581521279,4,50.0,0.4,0.4,50,101
10,290.80000000000007,6.246109900481116,2,50.0,0.4,0.4,50,101
13,240.34920634920675,5.36093216953726,3,50.0,0.4,0.4,50,101
14,241.22341269841317,3.3951797257834166,3,50.0,0.4,0.4,50,101
16,242.13412698412753,10.679690267164675,3,50.0,0.4,0.4,50,101
17,241.60555555555618,11.289798671537124,3,50.0,0.4,0.4,50,101
18,247.0452380952386,11.776834016171023,3,50.0,0.4,0.4,50,101
22,316.93333333333305,11.40798940314276,2,50.0,0.4,0.4,50,101
23,244.90476190476252,18.062119912595026,3,50.0,0.4,0.4,50,101
24,167.59611111111101,5.586885901462793,5,50.0,0.4,0.4,50,101
25,311.60833333333323,10.335544118343336,2,50.0,0.4,0.4,50,101
26,301.275,12.928268982693861,2,50.0,0.4,0.4,50,101
28,304.19523809523815,21.82602931262453,2,50.0,0.4,0.4,50,101
30,297.8833333333332,14.896382856996517,2,50.0,0.4,0.4,50,101
31,197.45773809523803,8.68471028010046,4,50.0,0.4,0.4,50,101
33,199.8148809523811,7.511738200301601,4,50.0,0.4,0.4,50,101
35,302.9690476190476,8.626702730475872,2,50.0,0.4,0.4,50,101
36,316.41785714285686,4.725830320929934,2,50.0,0.4,0.4,50,101
39,308.59642857142853,15.089995428035609,2,50.0,0.4,0.4,50,101
41,313.9666666666667,11.148716916707727,2,50.0,0.4,0.4,50,101
42,308.28333333333313,15.980613254815829,2,50.0,0.4,0.4,50,101
43,305.46785714285693,3.0523442721219274,2,50.0,0.4,0.4,50,101
45,242.63809523809587,9.591994902685983,3,50.0,0.4,0.4,50,101
47,239.51481481481508,1.518587558115661,3,50.0,0.4,0.4,50,101
48,301.9107142857141,3.1466251762801285,2,50.0,0.4,0.4,50,101
49,198.14702380952377,4.395984121711251,4,50.0,0.4,0.4,50,101
50,194.57142857142864,11.04445716246877,4,50.0,0.4,0.4,50,101
1,206.47857142857174,7.966196386227661,3,50.0,0.5,0.5,50,101
3,217.6095238095242,1.231606163307338,3,50.0,0.5,0.5,50,101
7,247.81785714285746,2.333452377915675,2,50.0,0.5,0.5,50,101
9,151.90873015873012,6.537857640713363,5,50.0,0.5,0.5,50,101
11,213.23968253968286,2.351804119238735,3,50.0,0.5,0.5,50,101
14,248.84880952380996,20.95898171188412,2,50.0,0.5,0.5,50,101
16,176.20416666666674,8.67056277439022,4,50.0,0.5,0.5,50,101
18,207.78849206349233,10.88206577958165,3,50.0,0.5,0.5,50,101
19,269.1928571428571,3.7712361663281198,2,50.0,0.5,0.5,50,101
20,253.54285714285749,2.0034692133619516,2,50.0,0.5,0.5,50,101
21,209.9984126984129,1.3961587514531026,3,50.0,0.5,0.5,50,101
22,258.12619047619097,7.825315045131264,2,50.0,0.5,0.5,50,101
23,178.1291666666667,6.455900207312142,4,50.0,0.5,0.5,50,101
26,259.7214285714289,14.158971499473344,2,50.0,0.5,0.5,50,101
27,208.20873015873042,2.450886719231745,3,50.0,0.5,0.5,50,101
28,259.84761904761933,1.4310494381155476,2,50.0,0.5,0.5,50,101
32,259.88095238095264,2.7173103448454157,2,50.0,0.5,0.5,50,101
33,175.9218253968254,3.7610776165203403,4,50.0,0.5,0.5,50,101
34,182.07648809523818,4.443058355465978,4,50.0,0.5,0.5,50,101
35,253.68571428571477,4.101219330882044,2,50.0,0.5,0.5,50,101
38,210.39920634920657,9.3786745885033,3,50.0,0.5,0.5,50,101
39,152.36865079365066,3.517594306155204,5,50.0,0.5,0.5,50,101
40,214.57698412698448,4.889135030394158,3,50.0,0.5,0.5,50,101
41,259.90833333333393,0.8838834764830237,2,50.0,0.5,0.5,50,101
42,250.32738095238136,4.230855574099601,2,50.0,0.5,0.5,50,101
43,151.0839682539683,4.630164686957076,5,50.0,0.5,0.5,50,101
44,208.952777777778,21.86698273339143,3,50.0,0.5,0.5,50,101
45,250.35952380952418,9.852354484532645,2,50.0,0.5,0.5,50,101
48,247.6511904761909,7.93138106230911,2,50.0,0.5,0.5,50,101
50,245.27619047619075,18.561553006146834,2,50.0,0.5,0.5,50,101
1,193.59761904761928,24.449058753312027,2,50.0,0.6,0.6,50,101
8,158.15357142857144,11.224028684784052,4,50.0,0.6,0.6,50,101
9,170.20555555555563,8.96571143197697,3,50.0,0.6,0.6,50,101
10,202.20000000000027,5.421151989096898,2,50.0,0.6,0.6,50,101
11,204.94642857142878,15.975562492093283,2,50.0,0.6,0.6,50,101
12,175.11984126984137,8.72910603321305,3,50.0,0.6,0.6,50,101
13,171.1730158730159,1.6469278988945815,3,50.0,0.6,0.6,50,101
17,132.11,4.386299865685837,5,50.0,0.6,0.6,50,101
18,168.59126984126985,13.097925337554335,3,50.0,0.6,0.6,50,101
19,189.18928571428577,12.379419433487389,2,50.0,0.6,0.6,50,101
20,154.0632936507937,8.818333531190715,4,50.0,0.6,0.6,50,101
24,194.28928571428574,8.645222193792714,2,50.0,0.6,0.6,50,101
25,149.5702380952381,2.122683032802496,4,50.0,0.6,0.6,50,101
26,205.99523809523828,7.155247190578281,2,50.0,0.6,0.6,50,101
27,209.85833333333358,0.082495791138456,2,50.0,0.6,0.6,50,101
28,201.14642857142883,14.648895483581331,2,50.0,0.6,0.6,50,101
29,151.37539682539682,3.614192649950965,4,50.0,0.6,0.6,50,101
30,195.68035714285742,2.527906742741819,2,50.0,0.6,0.6,50,101
31,174.54920634920643,0.8583757116984512,3,50.0,0.6,0.6,50,101
32,146.07837301587296,11.797982411555441,4,50.0,0.6,0.6,50,101
35,155.22619047619045,6.04427807352409,4,50.0,0.6,0.6,50,101
36,173.01428571428576,10.995678134691126,3,50.0,0.6,0.6,50,101
37,133.7454761904762,5.001346431524033,5,50.0,0.6,0.6,50,101
40,153.8904761904762,5.58142139058045,4,50.0,0.6,0.6,50,101
45,151.33988095238087,5.573113086478606,4,50.0,0.6,0.6,50,101
46,150.96646825396815,7.383953658876218,4,50.0,0.6,0.6,50,101
47,164.1190476190477,7.19983268576073,3,50.0,0.6,0.6,50,101
1,144.34642857142848,7.624968123795016,2,50.0,0.7,0.7,50,101
2,148.0964285714285,6.38248049399569,2,50.0,0.7,0.7,50,101
3,156.05119047619056,4.877353202612892,2,50.0,0.7,0.7,50,101
4,153.24761904761903,16.22304986550855,2,50.0,0.7,0.7,50,101
5,146.16428571428563,5.6854752382546785,2,50.0,0.7,0.7,50,101
7,116.07513528138523,5.514433097569148,4,50.0,0.7,0.7,50,101
9,147.54166666666666,2.6162950903902984,2,50.0,0.7,0.7,50,101
10,125.89206349206337,4.326253428358004,3,50.0,0.7,0.7,50,101
11,142.1178571428571,9.439875528840345,2,50.0,0.7,0.7,50,101
12,154.177380952381,1.9664302867283268,2,50.0,0.7,0.7,50,101
13,153.2279761904762,8.51979491951079,2,50.0,0.7,0.7,50,101
15,146.9940476190476,12.67068008383324,2,50.0,0.7,0.7,50,101
16,100.62824074074076,7.167171906537466,6,50.0,0.7,0.7,50,101
19,117.94880952380947,10.37547306063911,4,50.0,0.7,0.7,50,101
20,116.68869047619043,10.973770112407552,4,50.0,0.7,0.7,50,101
22,134.41111111111107,6.812004348955538,3,50.0,0.7,0.7,50,101
23,132.83492063492056,7.53868945005292,3,50.0,0.7,0.7,50,101
25,132.3892857142856,5.624267651998403,3,50.0,0.7,0.7,50,101
26,132.37301587301585,5.6773449226174995,3,50.0,0.7,0.7,50,101
28,149.98809523809524,0.8316922616812958,2,50.0,0.7,0.7,50,101
30,149.9964285714286,7.453242191221127,2,50.0,0.7,0.7,50,101
33,150.28452380952376,10.561144853293403,2,50.0,0.7,0.7,50,101
36,121.3574404761904,6.82555938633009,4,50.0,0.7,0.7,50,101
38,136.59722222222217,3.6400008903132686,3,50.0,0.7,0.7,50,101
39,141.65238095238095,1.1549410759380223,2,50.0,0.7,0.7,50,101
40,133.41759259259257,4.012232420586919,3,50.0,0.7,0.7,50,101
42,133.42103174603164,11.306021095007637,3,50.0,0.7,0.7,50,101
43,123.19791666666657,6.607589529803489,4,50.0,0.7,0.7,50,101
44,151.4492063492063,3.5170144426159955,2,50.0,0.7,0.7,50,101
47,134.32499999999993,5.899290860184941,2,50.0,0.7,0.7,50,101
49,119.55535714285706,5.801324921324548,4,50.0,0.7,0.7,50,101
2,94.91269841269839,5.5547741939188535,3,50.0,0.8,0.8,50,101
5,95.12202380952375,3.8124840618974583,2,50.0,0.8,0.8,50,101
6,93.58161375661378,8.868775361871156,3,50.0,0.8,0.8,50,101
7,86.53690476190475,4.579969699570016,3,50.0,0.8,0.8,50,101
11,81.30857142857147,5.161002518451682,5,50.0,0.8,0.8,50,101
12,91.59484126984125,9.18566648242678,3,50.0,0.8,0.8,50,101
13,84.814880952381,7.615924386724067,4,50.0,0.8,0.8,50,101
14,103.50178571428566,3.3814856428884865,2,50.0,0.8,0.8,50,101
18,85.93492063492066,7.890836965246042,3,50.0,0.8,0.8,50,101
19,100.00595238095235,9.352328974979242,2,50.0,0.8,0.8,50,101
21,90.89206349206349,4.427835320287168,2,50.0,0.8,0.8,50,101
23,98.74523809523808,8.75465538611913,2,50.0,0.8,0.8,50,101
24,91.89285714285714,4.949747468305823,2,50.0,0.8,0.8,50,101
26,83.30724206349208,3.452972678946995,4,50.0,0.8,0.8,50,101
27,82.6452380952381,5.768705586523782,5,50.0,0.8,0.8,50,101
28,96.73809523809521,10.670578045619836,2,50.0,0.8,0.8,50,101
29,89.2047619047619,5.14810528260213,3,50.0,0.8,0.8,50,101
30,86.56269841269845,4.265893540002306,3,50.0,0.8,0.8,50,101
32,87.7480158730159,12.946288030618309,3,50.0,0.8,0.8,50,101
34,97.59404761904759,6.234324787461381,2,50.0,0.8,0.8,50,101
35,81.48333333333338,4.656779187767867,4,50.0,0.8,0.8,50,101
38,92.81845238095235,6.245268106694032,2,50.0,0.8,0.8,50,101
40,91.05886243386244,6.719966525428565,3,50.0,0.8,0.8,50,101
43,91.9738095238095,1.8553135068275828,2,50.0,0.8,0.8,50,101
45,91.39047619047618,8.35243329855454,3,50.0,0.8,0.8,50,101
47,101.02321428571429,24.220932637000526,2,50.0,0.8,0.8,50,101
48,84.98184523809525,2.709407928276313,4,50.0,0.8,0.8,50,101
49,83.14365079365079,9.372921487905575,3,50.0,0.8,0.8,50,101
50,99.2238095238095,8.929748493841515,2,50.0,0.8,0.8,50,101
3,45.92559523809526,3.489235247640782,2,50.0,0.9,0.9,50,101
4,52.717261904761926,4.8091679058556505,2,50.0,0.9,0.9,50,101
5,46.95119047619049,1.3317177712346542,2,50.0,0.9,0.9,50,101
7,46.84404761904764,2.79930243173338,4,50.0,0.9,0.9,50,101
8,45.93333333333334,11.71440234165715,2,50.0,0.9,0.9,50,101
9,43.76329365079366,2.9718762461022292,6,50.0,0.9,0.9,50,101
11,48.91309523809525,1.2441712173734856,2,50.0,0.9,0.9,50,101
13,52.24702380952383,4.990995363875051,2,50.0,0.9,0.9,50,101
15,47.3404761904762,3.47661527084844,3,50.0,0.9,0.9,50,101
19,49.7202380952381,5.2221338253000065,3,50.0,0.9,0.9,50,101
21,48.214682539682556,6.425641564857972,3,50.0,0.9,0.9,50,101
22,39.38095238095238,3.282995769794687,2,50.0,0.9,0.9,50,101
25,47.82202380952382,8.077868240439546,4,50.0,0.9,0.9,50,101
27,47.91904761904763,1.3199326582148891,2,50.0,0.9,0.9,50,101
28,48.49940476190478,6.979621776995662,4,50.0,0.9,0.9,50,101
29,46.98333333333335,4.878052952222473,4,50.0,0.9,0.9,50,101
31,49.03928571428575,3.44523871227823,3,50.0,0.9,0.9,50,101
32,44.169841269841285,2.3952396730721666,3,50.0,0.9,0.9,50,101
33,46.69871031746034,4.579773685554452,4,50.0,0.9,0.9,50,101
34,50.101190476190496,0.776133871730959,2,50.0,0.9,0.9,50,101
35,47.81369047619049,1.1019080673490191,2,50.0,0.9,0.9,50,101
36,47.23601190476193,4.786144395009321,4,50.0,0.9,0.9,50,101
37,52.383333333333354,4.384062043356582,2,50.0,0.9,0.9,50,101
38,48.78194444444448,4.296405700854408,4,50.0,0.9,0.9,50,101
41,50.5214285714286,3.1651446395969307,2,50.0,0.9,0.9,50,101
42,47.502579365079384,2.427022569951007,4,50.0,0.9,0.9,50,101
44,45.380952380952394,2.4108974063312676,2,50.0,0.9,0.9,50,101
45,46.91944444444446,0.7960114693013255,3,50.0,0.9,0.9,50,101
46,48.387301587301614,6.7240103223311,3,50.0,0.9,0.9,50,101
47,57.17678571428574,7.423779408671635,2,50.0,0.9,0.9,50,101
50,45.635317460317474,3.6496983562287464,3,50.0,0.9,0.9,50,101
1,332.6166666666658,3.92905841137529,3,100.0,0.1,0.1,100,101
2,332.0333333333322,5.102640928425469,3,100.0,0.1,0.1,100,101
7,332.3333333333324,11.188101318414207,3,100.0,0.1,0.1,100,101
8,330.4666666666657,6.181850675790657,3,100.0,0.1,0.1,100,101
14,488.20833333333286,14.55461457942305,2,100.0,0.1,0.1,100,101
15,486.49999999999955,5.539003119294689,2,100.0,0.1,0.1,100,101
17,486.583333333333,6.7175144212722016,2,100.0,0.1,0.1,100,101
34,486.4166666666662,3.653385036130509,2,100.0,0.1,0.1,100,101
37,253.06250000000048,3.3580576120617964,4,100.0,0.1,0.1,100,101
38,203.88976190476012,3.1372006275942423,5,100.0,0.1,0.1,100,101
42,331.24999999999915,6.548430685625435,3,100.0,0.1,0.1,100,101
50,329.97777777777685,5.6398466619553655,3,100.0,0.1,0.1,100,101
53,483.99999999999943,14.142135623730951,2,100.0,0.1,0.1,100,101
65,482.6249999999993,11.372634064083666,2,100.0,0.1,0.1,100,101
68,333.2333333333322,1.3527749258468944,3,100.0,0.1,0.1,100,101
69,329.7333333333323,3.6429154990656456,3,100.0,0.1,0.1,100,101
71,481.74999999999955,4.949747468305833,2,100.0,0.1,0.1,100,101
72,485.0833333333327,1.7677669529663689,2,100.0,0.1,0.1,100,101
73,485.1666666666663,15.084944665313,2,100.0,0.1,0.1,100,101
75,488.4166666666662,2.8284271247461903,2,100.0,0.1,0.1,100,101
78,331.81111111111034,4.370397049510433,3,100.0,0.1,0.1,100,101
81,484.9166666666662,18.502627441047927,2,100.0,0.1,0.1,100,101
92,331.11111111111046,5.665645332796053,3,100.0,0.1,0.1,100,101
2,320.33333333333275,3.9589911734064147,3,100.0,0.2,0.2,100,101
8,455.28333333333273,16.734860488081637,2,100.0,0.2,0.2,100,101
18,449.07499999999936,11.72618745467686,2,100.0,0.2,0.2,100,101
22,316.8888888888885,3.5976973088249915,3,100.0,0.2,0.2,100,101
27,452.9166666666661,11.902964149973497,2,100.0,0.2,0.2,100,101
45,320.7611111111108,12.054947501306158,3,100.0,0.2,0.2,100,101
47,318.50555555555525,7.590808281755624,3,100.0,0.2,0.2,100,101
49,447.8083333333326,15.874547237637984,2,100.0,0.2,0.2,100,101
52,453.2249999999992,9.746288467354518,2,100.0,0.2,0.2,100,101
55,319.88888888888863,11.053636070106766,3,100.0,0.2,0.2,100,101
59,457.1666666666662,7.54247233265644,2,100.0,0.2,0.2,100,101
65,448.74166666666605,9.251313720523942,2,100.0,0.2,0.2,100,101
66,448.4833333333327,0.23570226039554265,2,100.0,0.2,0.2,100,101
69,320.30555555555515,10.000115740070553,3,100.0,0.2,0.2,100,101
71,452.83333333333246,2.946278254944002,2,100.0,0.2,0.2,100,101
73,448.91666666666583,0.11785113019769093,2,100.0,0.2,0.2,100,101
74,317.28333333333336,11.013867521346446,3,100.0,0.2,0.2,100,101
80,450.6166666666661,10.724452847995863,2,100.0,0.2,0.2,100,101
85,453.9499999999989,0.4714045207910451,2,100.0,0.2,0.2,100,101
88,453.44999999999914,13.081475451951048,2,100.0,0.2,0.2,100,101
90,314.2444444444443,11.833525037570375,3,100.0,0.2,0.2,100,101
93,461.88333333333264,5.2090199547409055,2,100.0,0.2,0.2,100,101
94,451.74166666666576,3.594459471031563,2,100.0,0.2,0.2,100,101
98,448.241666666666,2.5337992992517817,2,100.0,0.2,0.2,100,101
99,447.7083333333328,5.951482074986869,2,100.0,0.2,0.2,100,101
1,410.6999999999996,15.438498055906194,2,100.0,0.3,0.3,100,101
3,408.266666666666,5.044028372463953,2,100.0,0.3,0.3,100,101
4,413.8666666666661,10.842303978193636,2,100.0,0.3,0.3,100,101
15,410.6166666666661,17.677669529663486,2,100.0,0.3,0.3,100,101
