value,m,s,n,n_arms,eps,f_eps,f_n_arms
15,38.53187830687831,5.602612813203958,3,40.0,0.9,0.9,40
16,39.636309523809516,5.54428952643941,4,40.0,0.9,0.9,40
17,39.34285714285714,2.2886972103436882,3,40.0,0.9,0.9,40
18,39.32142857142857,3.517686322498376,3,40.0,0.9,0.9,40
19,41.58492063492064,3.8112065562577673,3,40.0,0.9,0.9,40
20,42.738095238095255,4.929654096635153,3,40.0,0.9,0.9,40
21,40.26726190476191,4.883460302266172,4,40.0,0.9,0.9,40
22,39.55634920634921,5.778055691957745,5,40.0,0.9,0.9,40
23,39.30557359307359,6.817381775108629,2,40.0,0.9,0.9,40
24,41.45119047619049,2.0719351080482213,2,40.0,0.9,0.9,40
25,38.71964285714286,1.8527881254661938,2,40.0,0.9,0.9,40
26,37.80555555555556,4.901588249316279,3,40.0,0.9,0.9,40
29,40.74821428571428,1.2652160620516317,2,40.0,0.9,0.9,40
30,36.34662698412697,0.9099790838841236,2,40.0,0.9,0.9,40
31,38.56984126984126,3.2807509863623463,2,40.0,0.9,0.9,40
32,36.844179894179895,2.1620719324648503,3,40.0,0.9,0.9,40
37,41.27010582010582,6.942726321851491,3,40.0,0.9,0.9,40
38,41.12513227513228,5.6628765549299604,3,40.0,0.9,0.9,40
39,38.468795093795094,2.8558916696946377,3,40.0,0.9,0.9,40
40,38.82936507936509,3.389251286336718,3,40.0,0.9,0.9,40
1,316.5833333333327,4.1256312648287965,3,50.0,0.1,0.1,50
6,464.5499999999993,9.805214032453303,2,50.0,0.1,0.1,50
7,464.2333333333323,11.785113019775766,2,50.0,0.1,0.1,50
9,318.4865079365072,5.377808464896067,3,50.0,0.1,0.1,50
10,319.4499999999994,4.456674146091946,3,50.0,0.1,0.1,50
11,317.71666666666613,3.9589911734063823,3,50.0,0.1,0.1,50
12,461.33333333333235,0.23570226039558284,2,50.0,0.1,0.1,50
15,322.56944444444395,4.286366738254362,3,50.0,0.1,0.1,50
16,196.70571428571242,2.1154655384676917,5,50.0,0.1,0.1,50
18,460.78333333333217,9.545941546018351,2,50.0,0.1,0.1,50
19,318.12222222222186,4.785868472600754,3,50.0,0.1,0.1,50
21,465.08333333333235,1.296362432175364,2,50.0,0.1,0.1,50
24,319.63888888888835,6.670963892816132,3,50.0,0.1,0.1,50
25,317.3666666666662,9.525010936126455,3,50.0,0.1,0.1,50
26,458.45833333333246,1.2374368670764984,2,50.0,0.1,0.1,50
27,459.6666666666659,13.458599068583853,2,50.0,0.1,0.1,50
28,461.37499999999903,11.113361577648513,2,50.0,0.1,0.1,50
31,464.7916666666657,2.6516504294495933,2,50.0,0.1,0.1,50
33,465.5999999999991,1.9091883092035897,2,50.0,0.1,0.1,50
34,243.0708333333335,2.3818517150722434,4,50.0,0.1,0.1,50
37,317.6222222222219,3.402055478895064,3,50.0,0.1,0.1,50
38,468.64166666666586,4.890821903206887,2,50.0,0.1,0.1,50
39,242.89702380952411,3.2546939037961176,4,50.0,0.1,0.1,50
40,462.7083333333326,15.4974236210051,2,50.0,0.1,0.1,50
41,465.3083333333327,10.689097508936609,2,50.0,0.1,0.1,50
42,195.42761904761747,3.325603537538418,5,50.0,0.1,0.1,50
45,241.6511904761906,3.4937112815054983,4,50.0,0.1,0.1,50
48,319.4611111111107,5.544299708642819,3,50.0,0.1,0.1,50
49,466.06666666666615,11.549410759380262,2,50.0,0.1,0.1,50
50,318.8611111111104,6.093218756520398,3,50.0,0.1,0.1,50
1,411.39999999999907,18.502627441047885,2,50.0,0.2,0.2,50
2,296.5,3.965160778581298,3,50.0,0.2,0.2,50
4,297.65,0.6672913739722152,3,50.0,0.2,0.2,50
5,296.47619047619077,5.983797567877097,3,50.0,0.2,0.2,50
6,294.14841269841315,6.312736977582992,3,50.0,0.2,0.2,50
7,292.4571428571432,4.516259991230449,3,50.0,0.2,0.2,50
8,415.0190476190468,15.320646925708543,2,50.0,0.2,0.2,50
9,228.45,1.7004901254246982,4,50.0,0.2,0.2,50
10,416.7416666666657,5.385796650037462,2,50.0,0.2,0.2,50
12,407.17499999999916,1.1195857368787672,2,50.0,0.2,0.2,50
14,230.85773809523823,2.6260932467718705,4,50.0,0.2,0.2,50
15,417.1999999999989,23.71164739578859,2,50.0,0.2,0.2,50
16,229.28273809523802,3.786412721336141,4,50.0,0.2,0.2,50
17,416.266666666666,11.33727872502429,2,50.0,0.2,0.2,50
18,421.8249999999989,27.447528223057617,2,50.0,0.2,0.2,50
21,293.0626984126987,12.732360599071432,3,50.0,0.2,0.2,50
23,406.3749999999991,1.708841387867423,2,50.0,0.2,0.2,50
27,418.6916666666656,2.651650429449513,2,50.0,0.2,0.2,50
28,298.4722222222221,3.2047851953209516,3,50.0,0.2,0.2,50
29,418.10833333333227,18.797255266542255,2,50.0,0.2,0.2,50
30,297.06666666666706,5.718464246048282,3,50.0,0.2,0.2,50
31,301.21507936507936,6.13184613611891,3,50.0,0.2,0.2,50
33,298.90555555555557,7.432255776406194,3,50.0,0.2,0.2,50
34,418.18333333333237,5.0675985985034435,2,50.0,0.2,0.2,50
35,301.5087301587302,12.302338405128799,3,50.0,0.2,0.2,50
36,415.61666666666554,14.23641652788911,2,50.0,0.2,0.2,50
41,295.4976190476191,13.846837110299592,3,50.0,0.2,0.2,50
43,416.1499999999991,2.357022603955185,2,50.0,0.2,0.2,50
44,297.9746031746032,7.685707032706136,3,50.0,0.2,0.2,50
45,417.7833333333324,15.10851489135261,2,50.0,0.2,0.2,50
46,297.47222222222234,0.7557801953635074,3,50.0,0.2,0.2,50
47,295.55555555555554,8.132536390828191,3,50.0,0.2,0.2,50
49,296.83452380952394,7.0927975988164595,3,50.0,0.2,0.2,50
4,271.07222222222254,0.8055938688206048,3,50.0,0.3,0.3,50
6,370.47499999999945,11.160502029727454,2,50.0,0.3,0.3,50
7,151.35370370370353,2.3173346572077325,6,50.0,0.3,0.3,50
8,359.89999999999964,7.6838936888937015,2,50.0,0.3,0.3,50
10,211.92916666666676,4.934977959839079,4,50.0,0.3,0.3,50
12,213.54166666666688,5.050311688217696,4,50.0,0.3,0.3,50
15,362.44999999999953,0.707106781186628,2,50.0,0.3,0.3,50
16,269.86666666666713,8.815626907813964,3,50.0,0.3,0.3,50
17,363.57499999999936,21.41355035693235,2,50.0,0.3,0.3,50
19,354.8083333333328,0.20034692133612683,2,50.0,0.3,0.3,50
20,363.90833333333285,19.009387300898307,2,50.0,0.3,0.3,50
21,362.72499999999957,14.931738196055733,2,50.0,0.3,0.3,50
22,271.1289682539688,5.437353659163048,3,50.0,0.3,0.3,50
24,214.5819444444445,6.2745801987420435,4,50.0,0.3,0.3,50
25,362.99999999999943,0.16499158227675123,2,50.0,0.3,0.3,50
26,359.3880952380947,27.688281246175766,2,50.0,0.3,0.3,50
27,364.98333333333267,8.827049651812038,2,50.0,0.3,0.3,50
28,212.57202380952384,9.928974026895089,4,50.0,0.3,0.3,50
29,270.07777777777846,6.374108507019432,3,50.0,0.3,0.3,50
30,360.40833333333273,19.66935363000547,2,50.0,0.3,0.3,50
31,363.90119047618975,3.146625176279887,2,50.0,0.3,0.3,50
32,358.091666666666,11.160502029727855,2,50.0,0.3,0.3,50
34,271.47500000000065,7.718376340483304,3,50.0,0.3,0.3,50
37,267.7658730158736,8.201155943264427,3,50.0,0.3,0.3,50
39,359.88333333333304,9.54594154601831,2,50.0,0.3,0.3,50
40,214.74285714285733,4.478118041572363,4,50.0,0.3,0.3,50
41,352.22499999999957,11.113361577648392,2,50.0,0.3,0.3,50
42,214.19404761904764,7.251429994246115,4,50.0,0.3,0.3,50
45,359.84285714285664,11.667261889577954,2,50.0,0.3,0.3,50
46,269.35396825396907,3.4089071779892417,3,50.0,0.3,0.3,50
48,214.2611111111113,5.371465509835859,4,50.0,0.3,0.3,50
50,271.7277777777783,7.92647345806922,3,50.0,0.3,0.3,50
2,242.45000000000059,3.0753048629364486,3,50.0,0.4,0.4,50
3,319.5880952380952,14.078159295909156,2,50.0,0.4,0.4,50
5,298.44999999999993,23.947349656184173,2,50.0,0.4,0.4,50
6,164.59341269841252,7.41370412903191,5,50.0,0.4,0.4,50
7,302.0595238095236,6.976786907707234,2,50.0,0.4,0.4,50
9,310.44166666666655,17.748380207782358,2,50.0,0.4,0.4,50
10,238.94100529100575,7.075152865192674,3,50.0,0.4,0.4,50
12,307.133333333333,22.391714737573817,2,50.0,0.4,0.4,50
13,195.52559523809518,8.419683318086902,4,50.0,0.4,0.4,50
14,197.04920634920651,8.97931506393362,4,50.0,0.4,0.4,50
17,240.83888888888947,4.7812371460756795,3,50.0,0.4,0.4,50
19,240.5142857142863,7.280007491087891,3,50.0,0.4,0.4,50
20,306.958333333333,4.065863991822729,2,50.0,0.4,0.4,50
21,298.4083333333335,13.517524633682678,2,50.0,0.4,0.4,50
25,303.4297619047619,5.510382130532149,2,50.0,0.4,0.4,50
28,245.30634920634975,12.481144584677056,3,50.0,0.4,0.4,50
29,195.0438492063492,6.470545618485921,4,50.0,0.4,0.4,50
31,247.09126984127036,3.7737686518241698,3,50.0,0.4,0.4,50
32,305.32500000000005,2.0623947784606966,2,50.0,0.4,0.4,50
34,306.10119047619037,6.446456821817283,2,50.0,0.4,0.4,50
36,197.75357142857155,3.081020153323459,4,50.0,0.4,0.4,50
39,240.85952380952432,14.88862354655779,3,50.0,0.4,0.4,50
40,311.1214285714287,17.590122975802323,2,50.0,0.4,0.4,50
42,239.50793650793705,8.404070635721075,3,50.0,0.4,0.4,50
43,165.7675396825396,10.307670555412155,5,50.0,0.4,0.4,50
45,242.79166666666725,7.994294663416752,3,50.0,0.4,0.4,50
47,194.4286706349206,3.9922576448180376,4,50.0,0.4,0.4,50
48,244.04285714285786,11.234214233512144,3,50.0,0.4,0.4,50
50,199.94404761904764,2.6051960550525015,4,50.0,0.4,0.4,50
2,203.16825396825413,6.835029067567817,3,50.0,0.5,0.5,50
3,132.13339947089963,4.4034913255176455,6,50.0,0.5,0.5,50
4,169.82738095238096,4.096546948465589,4,50.0,0.5,0.5,50
5,210.86031746031765,5.033356046561727,3,50.0,0.5,0.5,50
7,150.32761904761907,5.242506602037918,5,50.0,0.5,0.5,50
8,201.82063492063503,16.86872585695312,3,50.0,0.5,0.5,50
9,254.90000000000035,12.350798444724932,2,50.0,0.5,0.5,50
12,255.40000000000038,2.192031021678394,2,50.0,0.5,0.5,50
13,208.5325396825399,7.265497289878847,3,50.0,0.5,0.5,50
14,257.1630952380956,3.60119382132858,2,50.0,0.5,0.5,50
15,211.22936507936535,7.5547571523605,3,50.0,0.5,0.5,50
16,208.82301587301617,2.5545816997348774,3,50.0,0.5,0.5,50
21,173.20952380952394,4.290199372709456,4,50.0,0.5,0.5,50
25,176.0853174603176,4.016937166868558,4,50.0,0.5,0.5,50
26,209.43253968253993,7.149188596005497,3,50.0,0.5,0.5,50
28,248.27023809523848,0.883883476483084,2,50.0,0.5,0.5,50
31,262.569047619048,5.902658035333339,2,50.0,0.5,0.5,50
33,246.3880952380955,5.774705379690111,2,50.0,0.5,0.5,50
34,246.63333333333384,9.345594624682224,2,50.0,0.5,0.5,50
36,261.6607142857146,4.325136478257721,2,50.0,0.5,0.5,50
38,208.55119047619053,6.251238766125533,3,50.0,0.5,0.5,50
39,205.38809523809536,4.603356386667937,3,50.0,0.5,0.5,50
40,206.19166666666686,18.31803365928939,3,50.0,0.5,0.5,50
41,175.82291666666666,3.982499909847485,4,50.0,0.5,0.5,50
43,247.276190476191,16.12203461105339,2,50.0,0.5,0.5,50
44,175.58452380952372,3.991914423358405,4,50.0,0.5,0.5,50
46,257.7708333333337,11.97956738460201,2,50.0,0.5,0.5,50
49,250.72500000000053,9.416305302800875,2,50.0,0.5,0.5,50
2,197.81666666666678,5.892556509887943,2,50.0,0.6,0.6,50
3,116.39312169312177,6.649988556352058,6,50.0,0.6,0.6,50
9,204.20952380952403,13.47038418160382,2,50.0,0.6,0.6,50
10,190.5916666666668,8.579562278396871,2,50.0,0.6,0.6,50
11,171.15793650793663,1.9412171143665062,3,50.0,0.6,0.6,50
12,168.3468253968254,5.375933491334387,3,50.0,0.6,0.6,50
13,203.1845238095239,11.042650899529942,2,50.0,0.6,0.6,50
14,158.08611111111114,9.852124398257038,3,50.0,0.6,0.6,50
15,166.46666666666673,3.585090535768924,3,50.0,0.6,0.6,50
16,130.984126984127,8.623364279771438,5,50.0,0.6,0.6,50
17,165.26626984126986,7.46912781858581,3,50.0,0.6,0.6,50
18,152.4541666666666,5.158149066783806,4,50.0,0.6,0.6,50
19,164.52976190476198,6.310219188994379,3,50.0,0.6,0.6,50
20,170.07063492063497,9.699713139893435,3,50.0,0.6,0.6,50
22,189.81428571428586,1.5623692689074136,2,50.0,0.6,0.6,50
23,195.29940476190495,8.432248365649526,2,50.0,0.6,0.6,50
24,173.79087301587302,4.931037646898731,3,50.0,0.6,0.6,50
25,204.1577380952383,7.866562940700441,2,50.0,0.6,0.6,50
28,146.26670274170266,3.2620162766246517,4,50.0,0.6,0.6,50
29,203.81190476190494,7.8488852711707136,2,50.0,0.6,0.6,50
33,193.15277777777786,1.3956940990562525,2,50.0,0.6,0.6,50
34,145.3324404761904,5.340751765158655,4,50.0,0.6,0.6,50
35,177.51984126984135,4.5327271649391045,3,50.0,0.6,0.6,50
36,185.80595238095265,13.227947570911219,2,50.0,0.6,0.6,50
37,205.38095238095258,5.29656650860223,2,50.0,0.6,0.6,50
40,186.98452380952398,4.902607016226672,2,50.0,0.6,0.6,50
43,168.52301587301585,13.105641989095231,3,50.0,0.6,0.6,50
44,167.73134920634928,5.988942751410123,3,50.0,0.6,0.6,50
47,148.51428571428568,6.926167422356305,4,50.0,0.6,0.6,50
50,150.35386904761904,8.829259034943702,4,50.0,0.6,0.6,50
1,114.54970238095234,6.183413811429617,4,50.0,0.7,0.7,50
2,117.99583333333328,6.360008457343071,4,50.0,0.7,0.7,50
4,104.66404761904764,2.8834068646988062,5,50.0,0.7,0.7,50
5,144.69642857142856,3.1163205999436214,2,50.0,0.7,0.7,50
6,113.85624999999987,6.6211352177129905,4,50.0,0.7,0.7,50
9,150.82976190476185,14.089944408929123,2,50.0,0.7,0.7,50
11,129.10595238095226,5.228187599754923,3,50.0,0.7,0.7,50
12,125.98968253968245,2.796927303874619,3,50.0,0.7,0.7,50
13,140.23214285714283,1.9142390719264584,2,50.0,0.7,0.7,50
15,144.91666666666657,9.039181686168071,2,50.0,0.7,0.7,50
16,117.6178571428571,4.394947022985029,4,50.0,0.7,0.7,50
17,145.897619047619,7.912861598992348,2,50.0,0.7,0.7,50
19,156.09404761904761,0.6363961030678364,2,50.0,0.7,0.7,50
20,125.58888888888882,4.929103567622405,3,50.0,0.7,0.7,50
21,149.78194444444438,3.9656905311545447,2,50.0,0.7,0.7,50
22,139.58809523809524,4.060813229099881,2,50.0,0.7,0.7,50
23,99.62235449735452,3.324220381993969,6,50.0,0.7,0.7,50
26,150.35119047619048,6.976786907707295,2,50.0,0.7,0.7,50
27,151.5440476190476,10.500535700620308,2,50.0,0.7,0.7,50
29,141.79007936507935,10.539819410686258,2,50.0,0.7,0.7,50
30,131.87857142857135,2.295548968771337,3,50.0,0.7,0.7,50
31,127.63293650793642,8.69286246864146,3,50.0,0.7,0.7,50
34,120.37103174603172,2.9463170573734727,3,50.0,0.7,0.7,50
35,142.822619047619,9.586347647800455,2,50.0,0.7,0.7,50
36,129.37857142857138,7.626026565593589,3,50.0,0.7,0.7,50
37,139.45059523809522,13.834880891429743,2,50.0,0.7,0.7,50
38,131.5231601731601,6.0851860706813135,3,50.0,0.7,0.7,50
41,137.85476190476186,11.589816861162385,2,50.0,0.7,0.7,50
46,130.39285714285705,0.590148478569058,3,50.0,0.7,0.7,50
48,144.57023809523804,2.32166726489585,2,50.0,0.7,0.7,50
1,93.23373015873015,6.051509965678092,3,50.0,0.8,0.8,50
2,95.60119047619044,10.37089945740267,2,50.0,0.8,0.8,50
4,101.30575396825395,3.019514314423956,2,50.0,0.8,0.8,50
6,94.33571428571427,2.256302900272423,3,50.0,0.8,0.8,50
7,97.83630952380945,5.763762060457441,2,50.0,0.8,0.8,50
8,98.55238095238091,0.9074537025227347,2,50.0,0.8,0.8,50
9,92.37341269841271,3.2888471376892703,3,50.0,0.8,0.8,50
10,84.30912698412699,4.389886292705904,3,50.0,0.8,0.8,50
11,88.8833333333333,8.284934452902384,2,50.0,0.8,0.8,50
16,88.00119047619049,5.94345270882509,3,50.0,0.8,0.8,50
17,94.47202380952378,0.5597928684393434,2,50.0,0.8,0.8,50
19,98.8422619047619,8.08374573777905,2,50.0,0.8,0.8,50
20,98.47142857142856,0.2895770627716302,2,50.0,0.8,0.8,50
21,94.24999999999999,0.3097801136626919,2,50.0,0.8,0.8,50
23,95.69642857142853,2.9883679443002436,2,50.0,0.8,0.8,50
24,91.20436507936508,0.9723511414362943,3,50.0,0.8,0.8,50
26,96.47619047619041,0.5656854249492259,2,50.0,0.8,0.8,50
28,79.66101190476195,7.822043679456014,4,50.0,0.8,0.8,50
31,85.58482142857146,3.9715965733516776,4,50.0,0.8,0.8,50
32,90.09761904761902,3.4244171260320138,2,50.0,0.8,0.8,50
34,84.71190476190476,5.34305449088038,3,50.0,0.8,0.8,50
36,91.11488095238096,5.780597936200034,2,50.0,0.8,0.8,50
37,93.64285714285714,1.2610070931159985,2,50.0,0.8,0.8,50
38,73.80654761904766,5.98875246874481,6,50.0,0.8,0.8,50
39,88.50029761904761,2.27203087897229,4,50.0,0.8,0.8,50
40,85.93359788359793,2.965687747029885,3,50.0,0.8,0.8,50
41,94.66190476190474,7.6956788019135765,2,50.0,0.8,0.8,50
44,92.82976190476187,4.449721958752449,2,50.0,0.8,0.8,50
45,95.88293650793648,5.22866180977389,2,50.0,0.8,0.8,50
46,89.09126984126985,9.471840824940026,3,50.0,0.8,0.8,50
47,96.14880952380946,4.93122800498898,2,50.0,0.8,0.8,50
48,94.79880952380951,8.396051232803078,2,50.0,0.8,0.8,50
49,86.50119047619043,2.4529870956876056,2,50.0,0.8,0.8,50
50,90.06250000000001,3.428626094967637,2,50.0,0.8,0.8,50
2,48.16507936507939,6.07326157619113,2,50.0,0.9,0.9,50
3,48.201190476190504,3.3957961372696905,2,50.0,0.9,0.9,50
5,41.35952380952381,2.239171473757409,2,50.0,0.9,0.9,50
7,43.3092261904762,3.417235223835042,4,50.0,0.9,0.9,50
11,46.43333333333334,1.8384776310850295,2,50.0,0.9,0.9,50
14,47.167857142857166,4.018723539743548,2,50.0,0.9,0.9,50
16,48.39880952380954,4.168517106111671,3,50.0,0.9,0.9,50
17,54.88452380952384,1.180194889551857,2,50.0,0.9,0.9,50
18,46.0638888888889,7.288733650471349,3,50.0,0.9,0.9,50
19,48.43650793650796,5.134669592253973,3,50.0,0.9,0.9,50
20,43.985714285714295,4.98220984764657,4,50.0,0.9,0.9,50
21,59.55476190476195,9.788378156710941,2,50.0,0.9,0.9,50
24,42.1375396825397,3.046535963607038,5,50.0,0.9,0.9,50
25,47.54761904761908,6.9040484032009655,4,50.0,0.9,0.9,50
27,44.69226190476192,3.218177648185909,2,50.0,0.9,0.9,50
28,46.08015873015874,1.6229824966490891,3,50.0,0.9,0.9,50
29,49.00793650793652,4.90454364593746,3,50.0,0.9,0.9,50
30,46.15000000000001,6.151490334328224,3,50.0,0.9,0.9,50
31,41.536309523809535,1.2601652993288888,2,50.0,0.9,0.9,50
33,42.52698412698413,4.634274321647812,3,50.0,0.9,0.9,50
35,44.294642857142875,8.253484942733271,4,50.0,0.9,0.9,50
36,46.0232142857143,4.47245039100492,2,50.0,0.9,0.9,50
37,43.78452380952383,4.597877665286808,2,50.0,0.9,0.9,50
38,50.423412698412726,3.3589222600493818,3,50.0,0.9,0.9,50
39,49.768452380952404,0.7197336879934574,2,50.0,0.9,0.9,50
40,41.38630952380953,6.265344693087926,4,50.0,0.9,0.9,50
41,40.389682539682546,6.775272389255052,3,50.0,0.9,0.9,50
42,49.28809523809525,9.279934709286316,2,50.0,0.9,0.9,50
43,41.583333333333336,1.4142135623730951,2,50.0,0.9,0.9,50
46,46.84404761904763,1.3906433363335498,2,50.0,0.9,0.9,50
49,46.04940476190478,3.95026543832915,4,50.0,0.9,0.9,50
50,46.77916666666668,2.009361769871779,2,50.0,0.9,0.9,50
3,483.99999999999955,2.5927248643506875,2,100.0,0.1,0.1,100
4,480.8333333333328,12.610070931160005,2,100.0,0.1,0.1,100
6,481.583333333333,9.192388155425117,2,100.0,0.1,0.1,100
7,477.5416666666662,0.6481812160877624,2,100.0,0.1,0.1,100
8,326.10555555555464,1.5906264780244397,3,100.0,0.1,0.1,100
10,478.6666666666661,0.4714045207910853,2,100.0,0.1,0.1,100
11,326.49444444444373,1.6554903044560179,3,100.0,0.1,0.1,100
17,481.08333333333286,13.670731102939866,2,100.0,0.1,0.1,100
18,482.5833333333327,8.838834764831804,2,100.0,0.1,0.1,100
20,482.83333333333286,9.545941546018392,2,100.0,0.1,0.1,100
21,325.24444444444356,0.7742977702646734,3,100.0,0.1,0.1,100
26,479.16666666666623,1.4142135623730951,2,100.0,0.1,0.1,100
28,480.2666666666663,8.226008887803498,2,100.0,0.1,0.1,100
41,327.0777777777769,4.541730376719082,3,100.0,0.1,0.1,100
47,327.5388888888881,5.679723519613977,3,100.0,0.1,0.1,100
51,477.24999999999955,10.37089945740267,2,100.0,0.1,0.1,100
52,327.5333333333323,2.7092947011680693,3,100.0,0.1,0.1,100
53,481.1666666666662,1.1785113019775926,2,100.0,0.1,0.1,100
55,482.08333333333286,8.603132504436381,2,100.0,0.1,0.1,100
63,482.99999999999966,6.481812160876699,2,100.0,0.1,0.1,100
73,479.7666666666661,4.619764303752129,2,100.0,0.1,0.1,100
81,482.2499999999993,0.9428090415820499,2,100.0,0.1,0.1,100
82,326.8666666666659,5.515760247790831,3,100.0,0.1,0.1,100
91,326.78888888888827,2.016138590180293,3,100.0,0.1,0.1,100
92,480.6666666666662,9.42809041582066,2,100.0,0.1,0.1,100
93,326.1777777777768,11.767815493177576,3,100.0,0.1,0.1,100
100,478.16666666666606,0.353553390593314,2,100.0,0.1,0.1,100
4,314.0277777777776,3.783786071785404,3,100.0,0.2,0.2,100
7,448.4583333333325,14.67246570962086,2,100.0,0.2,0.2,100
8,438.66666666666606,1.0606601717798212,2,100.0,0.2,0.2,100
9,452.6083333333328,17.854446224960284,2,100.0,0.2,0.2,100
23,240.57500000000078,1.307421833935756,4,100.0,0.2,0.2,100
26,439.98333333333255,4.478342947514788,2,100.0,0.2,0.2,100
27,313.3388888888889,1.9787996735769098,3,100.0,0.2,0.2,100
30,446.32499999999936,7.95495128834866,2,100.0,0.2,0.2,100
35,447.22499999999917,5.22080506776067,2,100.0,0.2,0.2,100
36,446.866666666666,9.899494936611545,2,100.0,0.2,0.2,100
38,447.5499999999992,6.505382386916189,2,100.0,0.2,0.2,100
40,447.3666666666659,13.435028842544362,2,100.0,0.2,0.2,100
42,316.5166666666664,4.310839052125778,3,100.0,0.2,0.2,100
46,453.3583333333327,0.8838834764831844,2,100.0,0.2,0.2,100
47,444.7333333333328,1.2963624321752434,2,100.0,0.2,0.2,100
48,449.4166666666662,5.067598598503684,2,100.0,0.2,0.2,100
51,443.3749999999995,3.948012861624917,2,100.0,0.2,0.2,100
62,448.5833333333326,1.414213562373055,2,100.0,0.2,0.2,100
63,445.9916666666662,6.894291116568798,2,100.0,0.2,0.2,100
64,444.1583333333325,6.540737725975524,2,100.0,0.2,0.2,100
67,447.9499999999995,26.634355424693222,2,100.0,0.2,0.2,100
68,453.04166666666583,4.6551196428114645,2,100.0,0.2,0.2,100
70,446.5333333333326,20.388245524211946,2,100.0,0.2,0.2,100
72,456.3333333333327,0.7071067811866681,2,100.0,0.2,0.2,100
83,443.9999999999994,7.306770072261018,2,100.0,0.2,0.2,100
86,452.7499999999994,2.357022603955185,2,100.0,0.2,0.2,100
87,240.23333333333406,2.763384934513573,4,100.0,0.2,0.2,100
90,312.99999999999983,4.038804828713956,3,100.0,0.2,0.2,100
96,313.93412698412675,14.599746901894758,3,100.0,0.2,0.2,100
97,447.8333333333326,15.792051446499547,2,100.0,0.2,0.2,100
3,408.20833333333263,14.67246570962078,2,100.0,0.3,0.3,100
7,412.7833333333326,2.2391714737572532,2,100.0,0.3,0.3,100
11,296.8222222222225,3.5697935410785804,3,100.0,0.3,0.3,100
16,412.19166666666604,4.065863991822688,2,100.0,0.3,0.3,100
21,409.2499999999992,18.384776310850196,2,100.0,0.3,0.3,100
24,190.21714285714265,5.0633843534844285,5,100.0,0.3,0.3,100
25,413.5666666666659,1.5320646925708261,2,100.0,0.3,0.3,100
28,402.24166666666633,3.240906080438169,2,100.0,0.3,0.3,100
30,189.39047619047602,6.190202832792419,5,100.0,0.3,0.3,100
31,297.2722222222223,13.663427800491684,3,100.0,0.3,0.3,100
34,404.2999999999995,6.458241934837089,2,100.0,0.3,0.3,100
37,410.8749999999993,10.78337841309493,2,100.0,0.3,0.3,100
39,296.23888888888933,5.162803215021442,3,100.0,0.3,0.3,100
62,296.9539682539684,5.565776708633808,3,100.0,0.3,0.3,100
72,413.6166666666661,27.22361107568184,2,100.0,0.3,0.3,100
74,411.2416666666661,21.625682391288365,2,100.0,0.3,0.3,100
77,297.9277777777781,2.9751906257009613,3,100.0,0.3,0.3,100
80,413.28333333333256,9.074537025227306,2,100.0,0.3,0.3,100
82,411.266666666666,1.6499158227685573,2,100.0,0.3,0.3,100
83,302.5039682539685,4.984234403857003,3,100.0,0.3,0.3,100
85,408.53333333333273,0.9428090415820499,2,100.0,0.3,0.3,100
90,415.1999999999997,5.0675985985035235,2,100.0,0.3,0.3,100
96,394.34999999999945,27.812866726670777,2,100.0,0.3,0.3,100
5,274.84444444444495,11.704715732146832,3,100.0,0.4,0.4,100
8,367.88333333333287,8.48528137423861,2,100.0,0.4,0.4,100
10,361.93333333333294,11.313708498984761,2,100.0,0.4,0.4,100
17,361.933333333333,11.549410759380143,2,100.0,0.4,0.4,100
18,351.56666666666626,24.39518395093553,2,100.0,0.4,0.4,100
19,351.70833333333314,2.1802459086585886,2,100.0,0.4,0.4,100
23,367.5583333333328,15.002448874174485,2,100.0,0.4,0.4,100
24,272.16666666666697,21.317155324083394,3,100.0,0.4,0.4,100
25,361.39166666666625,4.6551196428114645,2,100.0,0.4,0.4,100
38,360.60833333333306,15.615274751202872,2,100.0,0.4,0.4,100
44,357.6749999999996,9.01561146012856,2,100.0,0.4,0.4,100
45,360.1916666666665,27.75394116157187,2,100.0,0.4,0.4,100
46,359.7916666666663,15.120300004372256,2,100.0,0.4,0.4,100
50,350.9083333333331,15.473853394965328,2,100.0,0.4,0.4,100
55,369.03333333333296,27.34146220587969,2,100.0,0.4,0.4,100
59,367.5999999999998,6.246109900481076,2,100.0,0.4,0.4,100
66,354.6999999999997,1.6499158227685975,2,100.0,0.4,0.4,100
68,362.3583333333329,30.346666025922396,2,100.0,0.4,0.4,100
69,355.4999999999996,0.8249579113842787,2,100.0,0.4,0.4,100
75,278.23730158730194,9.57299925910422,3,100.0,0.4,0.4,100
76,358.875,7.742819253992607,2,100.0,0.4,0.4,100
79,352.69999999999976,10.135197197007127,2,100.0,0.4,0.4,100
83,358.37499999999966,8.99204123408899,2,100.0,0.4,0.4,100
85,273.3777777777782,10.32099173385801,3,100.0,0.4,0.4,100
89,358.52499999999964,10.9012295432925,2,100.0,0.4,0.4,100
92,350.8249999999997,4.772970773009115,2,100.0,0.4,0.4,100
95,271.1928571428576,2.7840817357094254,3,100.0,0.4,0.4,100
96,277.1555555555559,7.5297250453956766,3,100.0,0.4,0.4,100
99,367.0333333333332,1.414213562373055,2,100.0,0.4,0.4,100
2,301.89166666666677,1.9445436482629654,2,100.0,0.5,0.5,100
