player,arm,samples,estimated_mean,estimated_std
2.0,2.0,29.0,9.505548337742084,3.0413619027394807
2.0,3.0,12.0,4.875841390294009,4.543132683777649
2.0,4.0,38.0,9.548213423010479,3.3997097423203266
2.0,5.0,19.0,9.509301681029715,3.1982916548485925
2.0,6.0,11.0,6.695640438444792,0.3524301829331308
2.0,7.0,12.0,5.043573024070382,4.341606639869041
2.0,8.0,57.0,9.559007859230352,4.710906133244646
2.0,9.0,69.0,9.54153722187644,4.613311369575856
2.0,10.0,20.0,9.484370990150685,3.461780252673444
2.0,11.0,11.0,2.485016180922933,2.1608390582444787
2.0,12.0,12.0,4.413778734349432,3.737996826593251
2.0,13.0,56.0,9.479721756345771,5.479754780741977
2.0,14.0,15.0,9.396009170937825,2.232497178477589
2.0,15.0,10.0,6.800853443996573,0.03817955683185463
2.0,16.0,10.0,8.196415123727949,0.029215680075626378
2.0,17.0,11.0,6.516246934681188,0.4882723702956097
2.0,18.0,23.0,9.547298757885391,3.9712703377947207
2.0,19.0,19.0,9.464899731709236,3.4240389182815667
2.0,20.0,12.0,8.641666409733736,7.343950108148569
2.0,21.0,11.0,4.7249321109731826,4.157635936820733
2.0,22.0,12.0,3.244855632098353,3.031649694223958
2.0,23.0,13.0,9.400190458884804,1.3603724677689495
2.0,24.0,11.0,7.87201421552895,3.102003082571389
2.0,25.0,40.0,9.474014537069838,4.639413823988336
2.0,26.0,24.0,9.491999925803857,3.279205075432401
2.0,27.0,51.0,9.562605279843776,4.465798206815958
2.0,28.0,12.0,0.8448876276288886,0.7490572687580289
2.0,29.0,11.0,8.881179985685987,0.4630631571924767
2.0,30.0,156.0,9.555714087518895,6.312035151541658
2.0,31.0,28.0,9.56450901206674,6.278847931523365
2.0,32.0,12.0,6.863598721993459,0.4843754155757492
2.0,33.0,29.0,9.5417314894633,4.95793559965579
2.0,34.0,13.0,2.190463118141257,1.985096900302225
2.0,35.0,45.0,9.529944542656112,4.127403581955556
2.0,36.0,44.0,9.52601025456785,5.269041767630749
2.0,37.0,11.0,8.06532532738518,0.606744692631116
2.0,38.0,13.0,0.24121846780089226,0.22118513956310096
2.0,39.0,32.0,9.54632601241042,3.6910787257950477
2.0,40.0,10.0,4.203325847806115,0.028459084384528516
2.0,41.0,30.0,9.537834109576165,3.5469875051378934
2.0,42.0,77.0,9.56110765387931,5.15302149834552
2.0,43.0,67.0,9.554637383514764,4.424835208086273
2.0,44.0,11.0,2.0903572211539214,0.8067025560503057
2.0,45.0,11.0,3.052877607854155,2.666885485271852
2.0,46.0,50.0,9.55412743032058,5.4675267853922485
2.0,47.0,41.0,9.53308948698137,4.426088411054596
2.0,48.0,36.0,9.528211789648143,4.876103286784644
2.0,49.0,15.0,9.345365392327388,2.1609115669777132
2.0,50.0,13.0,9.480309205260994,1.7253343408448276
2.0,51.0,10.0,6.795975180708261,0.030739890485913912
2.0,52.0,11.0,1.0143383795567462,0.9625448684751756
2.0,53.0,10.0,1.55423491417003,0.032201062194145126
2.0,54.0,43.0,9.561332037693616,5.232577749313571
2.0,55.0,17.0,9.48913426800792,7.385069617071649
2.0,56.0,44.0,9.549307481917142,4.0450781441139565
2.0,57.0,11.0,2.019510318701958,1.7479708780045922
2.0,58.0,13.0,7.595655780608785,5.949207301504154
2.0,59.0,11.0,1.181820370278352,1.085968886844868
3.0,0.0,20.0,10.401221428021028,6.756664931681471
3.0,1.0,11.0,5.640119711296258,2.220477543889486
3.0,2.0,11.0,11.32568349163746,0.5862739666075162
3.0,3.0,11.0,3.3284095399354685,1.2921542291154982
3.0,4.0,14.0,10.760575044784613,4.011302612441913
3.0,5.0,13.0,10.878699939759247,2.2111501574836527
3.0,6.0,10.0,6.788778615339172,0.02237825797507709
3.0,7.0,13.0,6.405855959300739,5.572736198238715
3.0,8.0,21.0,11.011778111168947,7.090300370744128
3.0,9.0,17.0,11.343749761960007,7.141643404952668
3.0,10.0,11.0,8.644727051837942,0.43995948540884416
3.0,11.0,12.0,3.0182107560200366,2.780641846209763
3.0,12.0,12.0,4.787077425189688,3.9321769455032185
3.0,13.0,12.0,10.220365713201694,4.061777810317345
3.0,14.0,12.0,10.60058201501567,0.5243366065646645
3.0,15.0,11.0,6.613655871043914,0.5843931602638403
3.0,16.0,12.0,8.218909504182529,0.025352180734366257
3.0,17.0,11.0,7.253123564704536,2.9030219573602793
3.0,18.0,14.0,11.105767995320841,4.00832513428107
3.0,19.0,13.0,10.81582659265799,2.6808246478561184
3.0,20.0,13.0,7.5539572362007785,2.7771046269680384
3.0,21.0,11.0,4.738267705114777,4.147012159540057
3.0,22.0,11.0,2.208977050669717,0.8824537824513604
3.0,23.0,10.0,9.781030737518941,0.03675947227400161
3.0,24.0,10.0,6.924092299227681,0.03176716566418125
3.0,25.0,17.0,11.33080050580452,6.092778430903225
3.0,26.0,13.0,11.175733872129891,3.1585557966492583
3.0,27.0,18.0,10.861386339757619,6.581963527256488
